Date,Hour_End,SolarRadiation_Wm2,NetRadiation_Wm2,AirTemp_C,RH_pct,VPD_kPa,WindSpeed_ms,Rain_mm,ETo_mm
2026-06-01,0100,0.0,-45.0,10.306667563398385,75.0,0.31335657329996985,1.8,0.0,0.0
2026-06-01,0200,0.0,-45.0,10.0,75.0,0.3069906548348446,1.8596007992385184,0.0,0.0
2026-06-01,0300,0.0,-45.0,10.306667563398385,75.0,0.31335657329996985,1.916825502692595,0.0,0.0
2026-06-01,0400,0.0,-45.0,11.205771365940052,75.0,0.33269442153050577,1.9693927420185107,0.0,0.0
2026-06-01,0500,0.0,-45.0,12.636038969321072,75.0,0.36562059391765755,2.0152068272698567,0.0,0.0
2026-06-01,0600,0.0,-45.0,14.5,75.0,0.41280478888616917,2.052441295442369,0.0,0.0
2026-06-01,0700,217.4079978861174,102.83743856255984,16.670628594077314,65.94133342141177,0.6463146612366997,2.079611725790168,0.0,0.046587428118453726
2026-06-01,0800,419.99999999999994,240.59999999999997,19.0,57.5,0.9338921626513486,2.095634918996538,0.0,0.08999999999999998
2026-06-01,0900,593.9696961966998,358.8993934137559,21.329371405922686,50.251262658470836,1.2625076275656029,2.0998720809124514,0.0,0.12727922061357852
2026-06-01,1000,727.4613391789284,449.67371064167133,23.5,44.68911086754465,1.6015438155998183,2.0921542892634584,0.0,0.15588457268119893
2026-06-01,1100,811.3776940828174,506.7368319763159,25.36396103067893,41.19259607988261,1.9036580038120932,2.0727892280477045,0.0,0.17386664873203228
2026-06-01,1200,840.0,526.2,26.794228634059948,40.0,2.113514918819045,2.042548921145877,0.0,0.18
2026-06-01,1300,811.3776940828174,506.7368319763159,27.693332436601615,41.19259607988261,2.183494406760601,2.002638954165345,0.0,0.17386664873203228
2026-06-01,1400,727.4613391789285,449.6737106416714,28.0,44.68911086754464,2.0907130929134365,1.9546504115464394,0.0,0.15588457268119896
2026-06-01,1500,593.9696961966999,358.899393413756,27.693332436601615,50.251262658470836,1.8471498907890294,1.9004964450467716,0.0,0.12727922061357855
2026-06-01,1600,419.99999999999994,240.59999999999997,26.794228634059948,57.5,1.497073067496824,1.8423360024179603,0.0,0.08999999999999998
2026-06-01,1700,217.40799788611764,102.83743856256001,25.36396103067893,65.94133342141177,1.1025151411133316,1.7824877569717261,0.0,0.04658742811845378
2026-06-01,1800,1.0287033112837766e-13,-44.99999999999993,23.5,75.0,0.7238826932272473,1.7233376693919507,0.0,2.2043642384652355e-17
2026-06-01,1900,0.0,-45.0,21.32937140592269,75.0,0.6344420456836848,1.6672438670115444,0.0,0.0
2026-06-01,2000,0.0,-45.0,19.0,75.0,0.5493483309713815,1.6164426327171844,0.0,0.0
2026-06-01,2100,0.0,-45.0,16.670628594077314,75.0,0.47441277519289354,1.5729592514076216,0.0,0.0
2026-06-01,2200,0.0,-45.0,14.500000000000004,75.0,0.4128047888861692,1.5385272682759237,0.0,0.0
2026-06-01,2300,0.0,-45.0,12.636038969321076,75.0,0.3656205939176577,1.5145193778331452,0.0,0.0
2026-06-02,0000,0.0,-45.0,11.205771365940052,75.0,0.33269442153050577,1.5018926989099608,0.0,0.0
2026-06-02,0100,0.0,-45.0,10.306667563398385,75.0,0.31335657329996985,1.501150617349248,0.0,0.0
2026-06-02,0200,0.0,-45.0,10.0,75.0,0.3069906548348446,1.5123227176010585,0.0,0.0
2026-06-02,0300,0.0,-45.0,10.306667563398385,75.0,0.31335657329996985,1.5349636032839542,0.0,0.0
2026-06-02,0400,0.0,-45.0,11.205771365940052,75.0,0.33269442153050577,1.5681706537332039,0.0,0.0
2026-06-02,0500,0.0,-45.0,12.636038969321072,75.0,0.36562059391765755,1.6106200086383036,0.0,0.0
2026-06-02,0600,0.0,-45.0,14.5,75.0,0.41280478888616917,1.660619346175873,0.0,0.0
2026-06-02,0700,217.4079978861174,102.83743856255984,16.670628594077314,65.94133342141177,0.6463146612366997,1.7161753505403223,0.0,0.046587428118453726
2026-06-02,0800,419.99999999999994,240.59999999999997,19.0,57.5,0.9338921626513486,1.7750731791547512,0.0,0.08999999999999998
2026-06-02,0900,593.9696961966998,358.8993934137559,21.329371405922686,50.251262658470836,1.2625076275656029,1.834964761455148,0.0,0.12727922061357852
2026-06-02,1000,727.4613391789284,449.67371064167133,23.5,44.68911086754465,1.6015438155998183,1.8934624090540133,0.0,0.15588457268119893
